0.80318,0.24513,1.8729
0.064122,0.26315,1.6561
0.10272,0.48372,1.6545
0.41888,0.38129,2.1346
0.88677,0.42056,1.8394
0.28385,0.048181,1.3333
0.21917,0.23918,1.4572
0.029258,0.70231,1.8127
0.0076356,0.61092,1.9425
0.40809,0.24895,1.6284
0.65246,0.32028,2.2024
0.10367,0.53556,1.7759
0.16487,0.88344,2.8432
0.66646,0.84774,2.3327
0.76266,0.80701,2.8298
0.63295,0.71043,2.5561
0.68866,0.32095,2.2245
0.53165,0.87319,2.855
0.05454,0.5004,2.0262
0.43276,0.90428,3.178
0.63018,0.98304,3.0105
0.5852,0.84064,2.5227
0.46881,0.54522,2.2792
0.1791,0.63446,1.8521
0.96296,0.53401,2.1457
0.47961,0.79367,2.4747
0.092714,0.8808,2.3893
0.0038735,0.51153,1.7411
0.67846,0.56575,2.3735
0.47846,0.32051,1.8094
0.60158,0.91315,2.7527
0.68252,0.94673,2.8998
0.099089,0.51103,1.7957
0.11013,0.54526,1.3617
0.68879,0.14742,1.3893
0.77756,0.39905,1.6448
0.8983,0.30704,1.7356
0.061051,0.21947,1.4706
0.082833,0.9504,2.9768
0.016371,0.11467,1.2521
0.01241,0.21623,1.1056
0.011428,0.64245,1.7318
0.51699,0.24554,1.798
0.19375,0.090871,1.5996
0.36844,0.0077929,1.3509
0.6027,0.47885,2.0572
0.30812,0.74444,2.5829
0.83935,0.26243,1.7947
0.51424,0.44677,1.9896
0.34121,0.83914,2.505
0.98249,0.62646,2.2853
0.18128,0.12302,1.6195
0.57997,0.32854,1.7217
0.26819,0.55024,1.9582
0.18052,0.67849,1.8851
0.055688,0.034057,1.3688
0.28652,0.07739,1.4972
0.90057,0.84661,2.9652
0.3957,0.16922,1.574
0.43045,0.41622,1.7382
0.72876,0.40647,1.9506
0.95181,0.91199,2.7911
0.95141,0.346,1.7789
0.29024,0.8867,3.0845
0.21003,0.13088,1.7699
0.52052,0.90546,3.0444
0.40253,0.21576,1.7157
0.078739,0.93306,2.6255
0.60287,0.37749,1.9802
0.66493,0.79219,2.8763
0.33349,0.69266,2.5113
0.20382,0.95871,2.4804
0.71183,0.16691,1.6067
0.44278,0.63299,2.2394
0.92997,0.52933,2.0633
0.62647,0.68082,2.2372
0.9232,0.15283,1.8389
0.40572,0.31248,1.8709
0.6939,0.89069,2.7519
0.49067,0.80582,2.4125
0.32644,0.54988,2.1022
0.38878,0.89683,2.6057
0.67612,0.8284,2.5379
0.11009,0.27923,1.4268
0.76764,0.21606,1.5303
0.034062,0.43655,1.7341
0.93686,0.26209,2.1856
0.56975,0.35955,1.5273
0.026839,0.50042,1.8038
0.82701,0.25898,1.8319
0.045885,0.24647,1.2119
0.66073,0.32941,2.0382
0.6595,0.013004,1.3219
0.71807,0.39112,1.5664
0.033505,0.40602,1.3028
0.71631,0.92134,3.1354
0.98402,0.98342,3.3256
0.89631,0.8657,3.1251
0.80096,0.55498,2.3283
0.41887,0.12712,1.8037
